"","MMT00000044","MMT00000046","MMT00000051","MMT00000076","MMT00000080","MMT00000102","MMT00000149","MMT00000159","MMT00000207","MMT00000212","MMT00000231","MMT00000241","MMT00000268","MMT00000283","MMT00000334","MMT00000365","MMT00000368","MMT00000373","MMT00000384","MMT00000401","MMT00000418","MMT00000464","MMT00000517","MMT00000525","MMT00000549","MMT00000550","MMT00000602","MMT00000608","MMT00000701","MMT00000713","MMT00000719","MMT00000743","MMT00000792","MMT00000793","MMT00000801","MMT00000840","MMT00000864","MMT00000887","MMT00000963","MMT00000988","MMT00000996","MMT00001022","MMT00001077","MMT00001085","MMT00001100","MMT00001110","MMT00001154","MMT00001185","MMT00001190","MMT00001245","MMT00001260","MMT00001291","MMT00001298","MMT00001318","MMT00001373","MMT00001387","MMT00001394","MMT00001397","MMT00001423","MMT00001434","MMT00001486","MMT00001496","MMT00001510","MMT00001545","MMT00001555","MMT00001587","MMT00001596","MMT00001613","MMT00001646","MMT00001675","MMT00001698","MMT00001714","MMT00001732","MMT00001791","MMT00001806","MMT00001923","MMT00001947","MMT00001949","MMT00001995","MMT00002002","MMT00002004","MMT00002021","MMT00002022","MMT00002037","MMT00002042","MMT00002046","MMT00002048","MMT00002050","MMT00002099","MMT00002102","MMT00002151","MMT00002160","MMT00002161","MMT00002175","MMT00002209","MMT00002227","MMT00002238","MMT00002272","MMT00002304","MMT00002330"
"MMT00000549",0.00702066163293956,0.0101732371246667,0.0527813998797825,0.0147307714459692,0.00206119726916585,0.0075932033578198,0.00761497589581376,0.0818912498201328,0.00141741057414683,0.00127432448700328,0.00227861176978821,0.0811617695327227,0.103280191268992,0.0170232869780035,0.0826458393713723,0.110660226181716,0.0899930477500455,0.0244486794202405,0.0321395149734729,0.00564550095853094,0.0424740838372243,0.00123320259397971,0.05423485107693,0.0437714837952474,1,0.0127555908422102,0.0176805437066616,0.0145387402997985,0.0221244047000883,0.0105739020001085,0.0288968284217918,0.0236360934503323,0.0888552764362221,0.0815701124033811,0.01426235994092,0.161835320518767,0.00986467082256942,0.000716435962450544,0.0651328352143404,0.039710052285414,0.000387817484064928,0.0346859373116422,0.0451321104696345,0.0235568793936229,0.0170816251702905,0.0299934521590372,0.149066859046236,0.143648627883026,0.00905545507046014,0.0764011918996091,0.113782517725825,0.0997734919884418,0.0380884124145214,0.0527074093094791,0.00980052828442324,0.0358327620490919,0.0842046672361525,0.015149780536829,0.114901579437377,0.0731473873750747,0.0813858577651208,0.00761428208098514,0.00563827490021013,0.0782842537641312,0.020791593518726,0.0106752534995058,0.0229314777543553,0.0112290077313804,0.0366325384142029,0.0625575258554929,0.0407015867118574,0.00338029802230487,0.0501911133219462,0.00648557884596446,0.0686947593069,0.00459127175254362,0.00256378862136011,0.0126786870443421,0.0150339862597602,0.124302232028569,0.123754939233667,0.00110447039132056,0.0189706659636672,0.0628609398366211,0.00302086112859243,0.0531823768656301,0.122020347786196,0.0205157559084145,0.0835242474143756,0.0534096306074864,0.0631542688290318,0.00163849872748276,0.0281999217637623,0.0205103152399085,0.11435893165648,0.00647375917664937,0.110839190057289,0.0592727076827372,0.0401792683869223,0.0120412109323143
"MMT00000550",0.00631349315633495,0.0836077654169453,0.00180070496044755,0.0119493969326072,0.0305047781044236,0.00395256152478601,0.483315687996555,0.00508579654405566,0.202009606452894,0.0559720303974234,0.0153470921325893,0.00056407111332326,0.0029511040034628,0.151280233233817,0.000288045878987959,0.00557085942267401,0.0139258170336285,0.00771109093668733,0.0443684072508376,0.0360301046656391,0.294997946056911,0.100347890579013,0.000546006843193431,0.20497927525481,0.0127555908422102,0.999999999999999,0.00906511927409859,0.0248154782925218,0.0650553731245945,0.00788595509505299,0.0126133341390479,0.00385956878064509,0.001379539347557,0.000625152921760131,0.0618814688119162,0.00986042691460383,0.00761756562612321,0.00535277492706478,0.0672519920029641,0.0170387074363048,0.0909730994200343,0.0130363821908957,0.0621695603948434,0.00134374045273401,0.0077524763236044,0.021103355871611,0.0153466476383148,0.00822217581428188,0.400769013122571,0.0167637046455854,0.00578865323532257,0.00875510132886079,0.00769643055865446,0.00170942467317597,0.0245233273779262,0.00207700726983298,0.202142027048592,0.000663343450293507,0.00333581420009331,0.000175031933775841,0.0143168475230319,0.0378870026298727,0.209918010922285,0.000641429482494316,0.342477443894147,7.7123525426366e-05,0.00736659198209065,0.00817780778009539,0.103304852787299,0.00483433970313067,0.00384885119795479,0.0614555766117954,0.00475950816186323,0.0231759340839624,0.00190499623897957,0.00788871131786647,0.00877310110754568,0.0165176148505725,0.0189788413994837,0.033549580300398,0.00333705203901333,0.00907949859746277,0.313776738824069,0.00351886713302338,0.126436286786342,0.000254531807745896,0.00338189788208059,0.0291850590319311,0.00081321362734736,0.0387765551914753,0.15653274159417,0.0533447886461694,0.00461991703945374,0.0304298928290909,0.00394764823194767,0.188275626993231,0.00067179659341266,2.37236955047045e-05,0.358090428991086,0.216389645108395
"MMT00000602",0.0178702282415586,0.000102810512271052,0.0996043448595123,0.0181865618837916,0.0533492253947111,0.0585801679037153,0.00885292817743815,0.0279951722115692,0.00831965473500113,0.00155184350540977,0.000186937610367208,0.00299216948639722,0.00120928414855644,0.0030483512852892,0.0940826376836415,0.0136924454618692,0.00121340111046147,0.0297173865079837,0.00377445891438449,0.0145977930083781,0.0623161867211351,0.000489348213754406,0.198009602141353,0.0759591651435068,0.0176805437066616,0.00906511927409859,0.999999999999999,0.0137588755516691,0.00317228290107749,0.026001714495403,0.00114733048271972,0.0250342136556855,0.00134613296967047,0.0328535480833933,0.0173321324313145,0.00832091846681079,0.0214364341945306,0.0180957699721463,0.00450876802934069,0.0131967414112699,0.00134921484577122,0.0465584077371373,0.0079611029073232,0.066537883211972,0.555682369335127,0.00090999310446032,0.0294973722635537,0.0415387526745117,0.0191217190033793,0.00976993876387081,0.0290189339840835,0.00129548712087414,0.0281697763873911,0.0569895542867841,0.00023387706036191,0.00671194111874101,0.0241765718821047,0.062289658966841,0.000799148410141667,0.102442716420598,0.0179468448993831,0.000263549662534229,0.00124364796333498,0.0074302315354228,0.0153709485216312,0.067094864711746,0.0055030896088894,0.249530000686442,0.180624808411828,0.0752878852148564,0.0310874062666702,0.0165681563982032,0.00118729922687691,0.0479643796153452,0.0257758828733899,0.0232317673212003,0.000237025531070667,0.0126079052659017,0.00789420102730787,0.025943843134441,0.00086022717079079,0.0282077832437551,0.00238959739962306,0.0193884906817054,0.0132315006501659,0.0223418052006803,0.00073990978695218,0.0338878474346139,0.089748151030831,0.00773490638295183,0.0279804676156619,0.000410382941547509,0.0562566678644435,0.00673026326595304,0.0384714079523645,0.00702649388438962,0.0428122499913451,0.0978561676490164,0.0651051437054329,0.000267997597582206
"MMT00000608",0.0144654097461218,0.0550509249067897,0.00923131544385671,0.0180176740867675,0.0234236637324077,0.00225718793128279,0.0169140482809541,0.0370010017288147,0.0168369019790804,0.00663898612953449,0.0175680765672028,0.00600559842129435,0.00681600570106705,0.0121967432790692,0.0030978256806817,0.0180322260546378,0.0165808100270847,0.582232977872374,0.0617360571111931,0.0025180402062896,0.0174568350149773,0.0219967319416809,0.00642077146072047,0.014125562412814,0.0145387402997985,0.0248154782925218,0.0137588755516691,1,0.0302364316990537,0.013155266803727,0.00422617557274773,0.0183871549657612,0.00795590634487988,0.00977112351663459,0.011200442015623,0.0157159708415492,0.0106698044828162,0.00371476591458177,0.117819217226048,0.302429890269321,0.0158922588668735,0.0013666335656377,0.0487068779077189,0.0451105796719425,0.0127336646397694,0.00393692254031021,0.0310360685297703,0.0327919619117949,0.0106677641884534,0.0412849356733053,0.0276152446079865,0.00853236624587459,0.0114373433032359,0.0118040677892177,0.0194948086648137,0.0827313496818677,0.0143483449382352,0.022912868455029,0.00707854259404214,0.00370748347850902,0.0364553782813212,0.011872239036837,0.0166369109072644,0.00671308177987971,0.0130054879660783,0.0134547204293208,0.0104460255620659,0.0104176479449926,0.00565474286896641,0.0154305453332722,0.0568318255393335,0.00436324584038102,0.0050879130296686,0.0191561895764823,0.0424150142459404,0.00993069909187436,0.00814437780207188,0.0151506153988073,0.208563456426984,0.0322977080605151,0.00678164923285065,0.0219409713927442,0.0257543154738118,0.0157145668054635,0.0136542280089232,0.0106760572712132,0.0089511432408624,0.0106508501849283,0.00490208641542063,0.0315292370964384,0.00685193444066065,0.011520052739848,0.0042976141576421,0.00845237624678812,0.00500588777338302,0.0119625043288808,0.00242356980629069,0.0142222388572397,0.0225385250065479,0.0431687127438343
"MMT00000701",0.00872540076083706,0.0652646007992566,0.00312545045321911,0.00870592603342133,0.00746313126855476,0.00582070477417443,0.0744248318785037,0.0151479974933249,0.0241257916206078,0.0466506905197855,0.0252479570635155,0.00951249466540541,0.0207306109214865,0.0437142488995017,0.00187016328465169,0.0123515097310723,0.0301716390021896,0.0151646843703601,0.0369910284090875,0.0117777170682461,0.0367712694893437,0.027922037668502,0.00360343593215918,0.021847404419738,0.0221244047000883,0.0650553731245945,0.00317228290107749,0.0302364316990537,1,0.0161678683597056,0.0163942366398434,0.00713790872202347,0.0166055496814298,0.00315945436699113,0.0204740977546748,0.0318618575396517,0.0147065527072224,0.00808454708068237,0.025385134212624,0.0221288865329436,0.0344893980654171,0.0040463815023463,0.0510642268779397,0.00515094647542454,0.00162835178585919,0.0348829109365811,0.01268376804776,0.0103090785528198,0.0505933029680531,0.0345525996154888,0.0166885013779855,0.0180259087269149,0.012599606915535,0.0081636299459856,0.0358425295936692,0.0114706881601766,0.0357817822997734,0.00409723000237892,0.0307893501890513,0.00190825554400623,0.0177410109884678,0.0456745835604823,0.0828521268261776,0.0101684898859305,0.0374121102187381,0.00109507001305577,0.00965109981115725,0.0029902447213189,0.0133982690228658,0.00259106847605247,0.0084131699351902,0.00579053313809354,0.0223961041530207,0.00132676461255637,0.0136237133514434,0.00874028477648308,0.0236235906504386,0.018274034511447,0.0251259802884017,0.0233080581360556,0.0300540302902153,0.009906712594039,0.0450349068282635,0.0030611250840937,0.0145549861493159,0.00329434983931229,0.0304864416964801,0.0276827196891584,0.00522419358939309,0.0226042554831916,0.0260570507708544,0.0375955043288039,0.00152340062174095,0.0165060097770211,0.00669582057326036,0.0127689254869615,0.00939088164908553,0.00378069660625169,0.0327012708322471,0.0980309883222671
"MMT00000713",0.0302604909714876,0.023748710532797,0.0148549473134671,0.0169935004274876,0.0135997425229713,0.0068003307223063,0.0141202460810031,0.0327339610173841,0.00600004145545856,0.0218753321639982,0.0191617082830044,0.0159606363405071,0.0137581966592978,0.00954877637262229,0.0100388019071935,0.0180378697702198,0.0309746807502451,0.0103669091048987,0.0301883413534786,0.0110818731502914,0.00672124828013938,0.0131477908166585,0.0275682629819209,0.00456497583639592,0.0105739020001085,0.00788595509505299,0.026001714495403,0.013155266803727,0.0161678683597056,1,0.0165738715175862,0.020195500988046,0.0217858945820049,0.0157880606843382,0.00611935992742557,0.0229992878727748,0.0169807534562189,0.00981887441211545,0.0111670346430216,0.0163227490849102,0.015906427741471,0.00548549110935777,0.0319994712593987,0.0229967072470689,0.0152635358362797,0.012409271306808,0.01992401480486,0.0311314014113653,0.0120471287547578,0.0344703090544293,0.0337248664208939,0.00788070053848339,0.02375551869192,0.0131314652192467,0.0235088381033547,0.0188177260406243,0.0104349757605531,0.0111346855812743,0.0128324397913167,0.00589048601634672,0.0339067415472925,0.0153205172176392,0.0162659634809613,0.0126316855596821,0.00568847566409695,0.0137226107497285,0.0148204917877356,0.0183259399169954,0.00714102601267534,0.00399862275134093,0.0251134917938974,0.00338302907840859,0.0169848975790267,0.00682564985738009,0.0303769782229409,0.27465013671412,0.0190942392013929,0.0161866860791868,0.0118947810775855,0.0223144265977465,0.015499960557158,0.00622485239056231,0.00645675213922807,0.0415713590307128,0.00928400242743067,0.0079104213842119,0.0114123118252912,0.0122378084219128,0.00841946687490991,0.0383929109467752,0.00249802423007726,0.0130969075079454,0.0120164620579951,0.00930864021271073,0.0243801301924129,0.0109101282330409,0.0134795644438809,0.0201237572816035,0.0113020053367266,0.00969824903696081
"MMT00000719",0.00732998981804766,0.0301474341983837,0.00353314350518008,0.0196154968954314,0.000172577430688761,0.0409449618283127,0.0145696128970302,0.00196877479156397,0.0178446777481873,0.0454426285745165,0.138285331900138,0.175541610769789,0.312823853657015,0.062140210422193,0.013736799269716,0.148379022566053,0.197636887055549,0.00247924972656706,0.0246109029886888,0.0982748834115834,0.00229092462872545,0.0391353625797886,0.0109401025913135,0.00240619357234603,0.0288968284217918,0.0126133341390479,0.00114733048271972,0.00422617557274773,0.0163942366398434,0.0165738715175862,1,0.00945024682607373,0.306705277256982,0.0167635601298394,0.0138903756174446,0.00808405652993599,0.0105431174662719,0.0411820922313923,0.00578563162272927,0.00472640602989572,0.0377468434003166,0.0320975868399744,0.0159648889226549,8.82805746285813e-05,0.00292921355552115,0.35769112799071,0.00678887083307871,0.00310201513544566,0.00488385814744157,0.0121247419704881,0.00730727466413533,0.284582703768336,0.0248589054547022,0.00229182744815777,0.308468382138342,0.0447191000638279,0.00993874723429063,0.00719652108754029,0.223368370252824,0.0155313445403061,0.017958226831147,0.28793985978195,0.0233904039094723,0.134568195880056,0.00895680564326153,0.0011137311045557,0.020575255572948,0.00201548590753986,0.0271207058033905,0.00441232879494733,0.00235481066289801,0.0435528384057119,0.326941586926039,0.000548355567335328,0.0108854200860583,0.0151548668831808,0.18251742225767,0.00748989606610717,0.00197007164393085,0.00624821305036583,0.25056002272128,0.00498662980241053,0.0737865941660792,0.027559465494206,0.017442896947377,0.0415100149497761,0.218053457101177,0.0184637515165198,0.0247837288515896,0.0195221581399008,0.00768818473536225,0.173174718707588,0.0143472902729366,0.0258875726752835,0.0135013445502566,0.0510132475882776,0.0590045942901508,0.00219340382339169,0.00560253641738008,0.0322967184209825
"MMT00000743",0.00584040843126169,0.0113125928269272,0.055729537988812,0.0481047179607367,0.00941231316618626,0.00348922615908363,0.00276521214116188,0.0831955872224494,0.00185681507621571,0.00269714527771684,0.00532500933123351,0.0828321230161696,0.0696180525621103,0.00518963723492663,0.0441441739595185,0.0169394443888061,0.0147659653010416,0.0271527686601091,0.00407910346277436,0.0361370922319156,0.0115335751972738,0.0700027254926511,0.0661370969815896,0.00886523768581087,0.0236360934503323,0.00385956878064509,0.0250342136556855,0.0183871549657612,0.00713790872202347,0.020195500988046,0.00945024682607373,1,0.0533810232816395,0.0757102780308876,0.0185282157366428,0.0463955303437945,0.0128584622743752,0.0104365015047721,0.00773215467669776,0.00989605271924079,0.013020650233915,0.0156179749284082,0.00524181869520549,0.0280559966882512,0.0299383875438005,0.025033591412431,0.0613866453489489,0.0426998657694413,0.00238759877740226,0.145318491598742,0.100413859488078,0.0303971069029163,0.0145989613013657,0.0377262723874211,0.00888112522785651,0.0292842941387007,0.0173159330763069,0.0152801049616505,0.0620316347988017,0.0227596332046752,0.0369102301829076,0.00490341345117115,0.00301507656345807,0.0920442832138605,0.00477012576486791,0.0295601177243053,0.0203519743362447,0.0148634054275245,0.0177925220837993,0.0319817970225481,0.067476384063229,0.00564763968324014,0.0574193039767302,0.00818275272204833,0.0089506347564625,0.0280758960002506,0.00615181402711612,0.0143908800578144,0.0108199530688604,0.0174845366701412,0.0663231008530467,0.0337101584080437,0.00401371577901582,0.0372901068739851,0.00120325928141702,0.0422896486466584,0.0622877428071951,0.00500628564786914,0.0417431794799045,0.00577395701090593,0.00931932674294044,0.00343275568885152,0.0265501718962414,0.0217145489939307,0.0277810126282671,0.00397581939747286,0.0148522849330752,0.0903254615334163,0.00832934213983947,0.0104276427042923
"MMT00000792",0.00382582407429954,0.0178578478852011,0.017854551986625,0.024196393690658,6.11847929432023e-05,0.0227049642951059,0.00248362752721083,0.0219802787580719,0.000436814407356949,0.00944012571875569,0.0627441376695359,0.641826405993648,0.64025363781217,0.016723501877255,0.0522507361025259,0.138651506379486,0.177251103731109,0.00644681183975002,0.0141428878332855,0.0338136197669389,0.00081583408656776,0.0146298244861721,0.0337338195976638,0.000958718919899276,0.0888552764362221,0.001379539347557,0.00134613296967047,0.00795590634487988,0.0166055496814298,0.0217858945820049,0.306705277256982,0.0533810232816395,1,0.0805005380723512,0.00926951759660975,0.0416537916983203,0.0163563767270084,0.0210859844652235,0.009433742945214,0.0122031928594354,0.00698622595651484,0.0268397179045991,0.0156409460174829,0.00186484831702987,0.00272078033996473,0.283327577291603,0.0339007245985335,0.0210049491806704,0.000568482030725007,0.0486303880578191,0.0422449240171045,0.403671685709421,0.0209318192951875,0.0193107137874066,0.15839886540585,0.0563540054406022,0.00750272755657875,0.0133793998960573,0.684626796356964,0.0405929626512986,0.0167856518596553,0.120153354465187,0.00411820416000813,0.425644530266987,0.00148290670891258,0.00501936314455931,0.0435700078868331,0.00275935920197467,0.00925678925413261,0.0161422154874364,0.0168058140709773,0.0254623010302429,0.643517216186265,0.000297928150379818,0.0266073671893809,0.0207539563319311,0.0746988932892658,0.0150463391334363,0.00432005242497017,0.0153316856926357,0.664085161615332,0.00744684705554579,0.0141276993583113,0.0569509159728745,0.000617626934810098,0.101510769140241,0.658360022355585,0.0103689185558468,0.0662630305550576,0.0159896736532646,0.00634542293263071,0.0454407518215132,0.0164477856540266,0.0302723391864106,0.0484176761908217,0.00619658092371013,0.125927823332034,0.0327919799427627,0.0010498017807326,0.0116473133353939
"MMT00000793",0.0392134927482676,0.0037498353873472,0.254297028388075,0.037481884758985,0.00174932198834398,0.0125568967719401,0.00105436391287407,0.255218805435724,0.00015458676765275,0.0010095933622424,0.00421820011346599,0.142902129034578,0.06774918145099,0.013313625811881,0.167919973819374,0.0549183673670889,0.0495044875290829,0.01699333973218,0.0100184300593825,0.00536857264506436,0.0108934371952702,0.00149282235770548,0.196099346350724,0.0172353744146875,0.0815701124033811,0.000625152921760131,0.0328535480833933,0.00977112351663459,0.00315945436699113,0.0157880606843382,0.0167635601298394,0.0757102780308876,0.0805005380723512,1,0.00347779167477868,0.053995162031675,0.0226908863897703,0.0024968559310863,0.0114440962408109,0.0459629653403389,0.00113285719559157,0.0639575037873706,0.0246851500579572,0.0798889083801077,0.0481077255409374,0.00923984593520394,0.252108867571236,0.0761716388031845,0.000899131985765125,0.149134579199301,0.312949362420733,0.0338790892397411,0.0785114861682277,0.250016841001733,0.00923516815523114,0.0499195821715333,0.0284013261968615,0.0860861908872253,0.0699150948096087,0.157197265913407,0.0387542522476961,0.00351698001233676,0.00030998199381232,0.114262484987149,0.00157471632175907,0.0879493083864749,0.0282189497813992,0.0210224238346754,0.0192572075203732,0.0665510577543875,0.178388327533204,0.00743961392270563,0.0611914792657809,0.00760346073014406,0.124071372469463,0.00863513674147872,0.00324038448946815,0.0165370758648021,0.0161071143891426,0.0428402259774592,0.070925066339831,0.00783348128129277,0.00147612116398342,0.0633205237697233,0.000865844495566845,0.108876307717919,0.0683607367535095,0.00240030771997507,0.10172425778007,0.0225577782658161,0.0119105771366585,0.00247175058273288,0.0482706834728128,0.0138832920033613,0.200873155805875,0.00162062653960313,0.0929913999075433,0.175454989134269,0.00490139235948399,0.000952875241903166
"MMT00000801",0.000779710136689467,0.0324796061426741,0.00462277569223792,0.00741761470835267,0.0232571536502015,0.00593158459662532,0.0840397613141404,0.00604264906268971,0.0331738808147103,0.039882601439865,0.022103838427076,0.00419946684626601,0.00726959767451067,0.018756676042844,0.0060366143141176,0.0105732072574656,0.0195881433004583,0.0134874627920905,0.0206262416178277,0.0228167865320421,0.0396192565190969,0.0408600220939299,0.00653306303689873,0.0264894245455801,0.01426235994092,0.0618814688119162,0.0173321324313145,0.011200442015623,0.0204740977546748,0.00611935992742557,0.0138903756174446,0.0185282157366428,0.00926951759660975,0.00347779167477868,1,0.0142434998212184,0.0244059111862319,0.0101645000647223,0.0240664815940465,0.0130636168526413,0.039892274938902,0.00568956342507155,0.022719625024575,0.00432111617862507,0.019924782030453,0.0252322252788354,0.00908470042423927,0.0103901138003155,0.046192670882217,0.00806599605784281,0.00481688489616244,0.013918421516287,0.00256145967281143,0.00405504695461909,0.0200805472118093,0.00477685306599546,0.0230052998457663,0.00475612327026509,0.00888090245948164,0.0024505345234162,0.0237355457087832,0.0240202910620013,0.0662040937298372,0.00893669488013995,0.037957980951357,0.00349261314672446,0.00617620998511437,0.0115416297971602,0.0283612484385955,0.0190792812627572,0.00349569288876592,0.024179488957261,0.00881187082549654,0.0237234933313488,0.00459477723076442,0.0114937231362821,0.0319327703407775,0.00665003157609936,0.0119096464652018,0.0247434924832357,0.00704221598006831,0.01217285590559,0.0471140649580408,0.00699554714097281,0.0514946639451875,0.00145316211302496,0.00852025347870376,0.0164717366547204,0.00825239646292408,0.012042199125544,0.0243246920265535,0.0207072777544729,0.0533957757514573,0.0144541670549575,0.00934021759550406,0.0696568164953818,0.00404856038907365,0.00379713653284442,0.0244585658709278,0.0451234461460278
"MMT00000840",0.0156312029838957,0.0616254768744879,0.0321148550435362,0.0284688473196341,0.00453406097018019,0.000753481550501279,0.0129314380482497,0.111964873713303,0.00124215136807225,0.00485592866863531,0.00630256305979436,0.0467490666002259,0.0425889417749866,0.00895010401580773,0.0175664324364435,0.0282790524510603,0.0767079415334123,0.0175546914762798,0.0341135537709053,0.00423705385298844,0.0234573941893024,0.00704839857506921,0.0555065062096331,0.0104205156799017,0.161835320518767,0.00986042691460383,0.00832091846681079,0.0157159708415492,0.0318618575396517,0.0229992878727748,0.00808405652993599,0.0463955303437945,0.0416537916983203,0.053995162031675,0.0142434998212184,1,0.0235228416404119,0.000464793327600846,0.0580385257287191,0.0440157567336802,0.0035573610274393,0.006263610748168,0.0555582330829921,0.0481855232710278,0.0102120655635637,0.0152610918614687,0.140399761795357,0.134706734035902,0.0138171240372166,0.113632631381076,0.136908266058708,0.0317113453611261,0.017102568005394,0.026913272052457,0.0143101827106816,0.0253251582621304,0.0408620306500305,0.00236015783111698,0.05338887532464,0.0131810393753983,0.0381181882624605,0.010356615985708,0.0165871303273352,0.0312996657926782,0.0108232878894288,0.00545035777407729,0.0294551018549894,0.0055099750043844,0.00493068539029974,0.0174718734936024,0.091213627047124,0.00129737111847139,0.0352119300338463,0.00880223960258634,0.0368587530777526,0.00768982526694824,0.00538519100483443,0.0223794131098008,0.0229487148471415,0.0512698329871967,0.0492720525436785,0.00644081978526325,0.0103649974078656,0.0325033734265341,0.00159777910509262,0.0251393065581369,0.0582026592178214,0.00705807256446227,0.0146664631224065,0.0446950357653996,0.00831267274218923,0.00525908837216975,0.018602965010161,0.0226872597470209,0.0972490856935516,0.00696410915480295,0.0281057316901619,0.0377774813446482,0.0194044219009802,0.0224648561396224
"MMT00000864",0.0350621881008052,0.0154972560660241,0.00543400073520954,0.0210396802825517,0.0277808135266169,0.0372296948638423,0.00913438115122379,0.00647977123628099,0.024583703453252,0.0124690285512293,0.0219169941803338,0.0132977435166859,0.0113570877889814,0.00524279165456863,0.0176211177149562,0.0124819885296608,0.0113494779202095,0.00932484491551872,0.00252329954299246,0.0211350425625054,0.00646293776393352,0.0154263560861798,0.0244464954152518,0.00870472898911787,0.00986467082256942,0.00761756562612321,0.0214364341945306,0.0106698044828162,0.0147065527072224,0.0169807534562189,0.0105431174662719,0.0128584622743752,0.0163563767270084,0.0226908863897703,0.0244059111862319,0.0235228416404119,1,0.0277741947409689,0.0105646369534441,0.0138897874083753,0.0234461538543968,0.00538441309795042,0.0047544553132207,0.0126916580134411,0.0237852665771017,0.0184716196388022,0.00609617106734655,0.00856152625254649,0.0266646312357915,0.00759708986908733,0.00699931718949192,0.0167323986138189,0.0370213962747771,0.0083009972627157,0.0113189297683708,0.0084699948725898,0.00665694401553715,0.0108215622768391,0.0143831552503697,0.0239827219486226,0.0048321502907016,0.00976091355584139,0.0129593256699297,0.012417091497374,0.0123691147100423,0.0192519686790176,0.00372559757655836,0.0166107874868778,0.0161927452111342,0.0177971765615789,0.00960818996665986,0.0175264855751209,0.0154048122617033,0.0265457786919487,0.00775901215109698,0.0132990821676334,0.0217589023259854,0.00767337189853589,0.00820571924093842,0.00746158443598004,0.012226401685876,0.0121316665693988,0.00771401521900718,0.00442047013994615,0.0299039845651043,0.0185628339228079,0.0134904673603799,0.00991385514922429,0.0231290144067273,0.00501043197560851,0.0108083564306373,0.0144770650027926,0.0342143041097897,0.00871749435528702,0.0120828942679552,0.0171695113436752,0.0281393212046711,0.0155277434386739,0.0069989229649922,0.0140977585118192
"MMT00000887",0.0241569636887004,0.00216834317650797,0.00601903244437788,0.00903299718873184,0.0288720579664279,0.239539915217441,0.00399190145748789,0.00114519821196025,0.0323829043294803,0.0364210231642071,0.0354229558433763,0.0205933593467245,0.0142796578629027,0.00296175685905293,0.0059571416430672,0.00225788589184425,0.00130399408812968,0.00433695037570602,0.000254881036940437,0.0673379904734682,0.00229290308193018,0.0273201094755489,0.0114540591456094,0.00370407415654461,0.000716435962450544,0.00535277492706478,0.0180957699721463,0.00371476591458177,0.00808454708068237,0.00981887441211545,0.0411820922313923,0.0104365015047721,0.0210859844652235,0.0024968559310863,0.0101645000647223,0.000464793327600846,0.0277741947409689,1,0.000293163716947198,0.000474373975672597,0.0697452573697144,0.0385146638787467,0.000532649663451042,0.00193828363085633,0.0136531741623546,0.0576846999167506,0.000352307520734921,0.000122111133248459,0.0111702735873448,0.00123953712858868,0.00024369602954431,0.0113742100831321,0.00993703139161779,0.00407506995078409,0.00813054452636509,0.00181987396607559,0.000762244619574985,0.0351853428139332,0.0156031359627577,0.03245474918886,0.00105309740122703,0.0292330180053893,0.0100184146067488,0.0137983992078937,0.0164525553251719,0.0428539759321378,0.019506188479737,0.056661386062563,0.0199559734005907,0.00897897370184013,0.00113047746880078,0.202244768382582,0.0339523392105676,0.0135368980807492,0.000431427432471753,0.0451110105817003,0.0553086908408709,0.0170031369830239,0.0017944168039718,0.000126825599612931,0.0139046196209737,0.0602143868703696,0.00568617288681004,0.00441377745703132,0.034795862576307,0.0346704752692704,0.0148662150816964,0.0784932380594311,0.0184832527364488,0.00100734865724862,0.0153513029637444,0.015620924432885,0.0150408506320545,0.0207150744925255,0.000360727194755858,0.0161571350593648,0.0360111848086745,0.0164863382626259,0.00193822359103639,0.0123242001909092
